0,0.08,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,
323,0.0526392,0.129159,0.14085,0.14266,0.137064,0.127995,0.118365,0.109184,0.100686,0.0928181,0.0854671,0.0785263,0.0718886,0.0654447,0.059102,0.0527807,0.0464028,0.0399215,0.033303,0.0265556,0.0197291,0.012906,0.00619738,-0.000292856,-0.00646219,-0.0122193,-0.0175008,-0.0222964,-0.0266032,-0.0304178,-0.0337388,-0.0365939,-0.0390361,-0.0411191,-0.0428917,-0.0443765,-0.045588,-0.0465407,-0.0472492,-0.0477279,-0.0479914,-0.048054,-0.0479281,-0.0476224,-0.0471456,-0.0465066,-0.0457139,-0.0447763,-0.0437025,-0.0425012,-0.041181,
324,-0.00308772,0.0306623,0.022754,0.0338168,0.045249,0.0545735,0.0611349,0.0652189,0.0673678,0.0682142,0.0682351,0.0677437,0.0669508,0.0659821,0.0649159,0.0637744,0.0625421,0.0611926,0.0597073,0.0580685,0.0563044,0.0544637,0.0526341,0.0508827,0.0492797,0.047863,0.0466618,0.0456773,0.0449029,0.0443319,0.0439587,0.0437712,0.0437439,0.0438504,0.0440624,0.044359,0.0447253,0.0451464,0.0456076,0.0460939,0.0465907,0.0470826,0.0475595,0.0480206,0.0484658,0.0488953,0.0493089,0.0497066,0.0500883,0.0504541,0.050804,
325,0.00396334,-0.00580697,0.0350025,0.0271805,0.018524,0.0133034,0.0115359,0.0124361,0.0153526,0.0197166,0.0250677,0.0310268,0.0372572,0.0434649,0.049396,0.0548614,0.0597174,0.0638875,0.0673151,0.0699877,0.0719319,0.0732056,0.0738955,0.0740878,0.0738733,0.0733452,0.0725854,0.0716527,0.0706028,0.0694913,0.0683732,0.0672885,0.0662655,0.0653319,0.0645096,0.0638,0.0632002,0.0627072,0.0623182,0.0620302,0.0618402,0.0617451,0.061739,0.061815,0.0619663,0.062186,0.0624674,0.0628035,0.0631875,0.0636125,0.0640718,
326,-0.00196085,-0.0020273,0.0110865,0.0316602,0.0436009,0.0514543,0.0583789,0.0655878,0.0733367,0.0814239,0.0894673,0.09706,0.103798,0.109321,0.113343,0.115701,0.116316,0.115239,0.112561,0.108449,0.103133,0.0968816,0.0899847,0.0827104,0.0753142,0.0680172,0.0609881,0.0543121,0.0480657,0.0423253,0.0371643,0.032611,0.0286605,0.0253072,0.0225373,0.0203089,0.018574,0.0172847,0.016393,0.0158508,0.0156102,0.0156241,0.0158597,0.0162965,0.0169145,0.0176937,0.0186142,0.0196558,0.0207986,0.0220226,0.0233077,
327,-0.0757843,-0.00950566,-0.0107918,-0.00891122,0.000440215,0.0120276,0.0235121,0.0338953,0.0428451,0.0503383,0.0564373,0.0612226,0.0647956,0.0672897,0.0688447,0.0695687,0.0695381,0.0688006,0.0673992,0.0653795,0.0627978,0.059742,0.0563276,0.0526689,0.0488852,0.045099,0.0414074,0.037862,0.0345092,0.0313954,0.0285653,0.026038,0.0238138,0.0218923,0.0202707,0.0189391,0.0178869,0.0171033,0.016578,0.0163002,0.0162593,0.0164446,0.0168432,0.0174418,0.0182273,0.0191861,0.0203052,0.0215712,0.0229708,0.0244907,0.0261176,
328,-0.0176657,-0.0321343,0.013155,0.0177509,0.0127296,0.00542563,-0.00172791,-0.00833945,-0.0143795,-0.0198597,-0.0247879,-0.0291642,-0.0329998,-0.0363358,-0.0392279,-0.0417299,-0.0438997,-0.0457996,-0.0474903,-0.0490454,-0.050525,-0.0519883,-0.0534636,-0.0549635,-0.0564754,-0.0579608,-0.0593768,-0.0606852,-0.0618502,-0.0628357,-0.0636063,-0.064135,-0.0644026,-0.0643903,-0.0640888,-0.0635117,-0.0626754,-0.0615959,-0.0602896,-0.0587727,-0.0570612,-0.0551718,-0.0531201,-0.0509183,-0.0485784,-0.0461127,-0.0435331,-0.0408517,-0.0380805,-0.0352318,-0.0323174,
329,0.0486362,-0.0692557,-0.0945814,-0.0762108,-0.0630593,-0.0542761,-0.0485754,-0.0448732,-0.042368,-0.0404735,-0.0388029,-0.0371133,-0.0352503,-0.0331168,-0.0306438,-0.0277996,-0.0245815,-0.0210222,-0.017163,-0.0130716,-0.00882635,-0.00451605,-0.00022323,0.00397985,0.00803049,0.0118758,0.0154799,0.0188288,0.0219101,0.0247111,0.0272212,0.0294483,0.0314122,0.033133,0.0346282,0.0359106,0.0369932,0.0378888,0.0386103,0.0391706,0.0395826,0.0398587,0.040008,0.0400375,0.0399547,0.0397665,0.0394803,0.0391033,0.0386426,0.0381056,0.0374993,
330,-0.0667355,0.00824091,0.0198796,0.0218229,0.0224115,0.0204816,0.0167658,0.0119356,0.00649964,0.000872639,-0.00458035,-0.00956356,-0.0138453,-0.0172922,-0.0198452,-0.0215216,-0.0223756,-0.0224924,-0.0219629,-0.0208873,-0.0193642,-0.0174885,-0.0153379,-0.0129773,-0.0104645,-0.00785249,-0.00518635,-0.0025021,0.000164409,0.00277731,0.00530177,0.00771354,0.00999439,0.0121262,0.0140938,0.0158973,0.0175409,0.0190292,0.0203665,0.0215571,0.0226056,0.0235163,0.0242954,0.024951,0.0254917,0.0259259,0.0262617,0.0265078,0.0266723,0.0267638,0.0267906,
331,-0.0808363,-0.021526,-0.0113117,0.0200616,0.040287,0.0520278,0.058135,0.0603265,0.0597736,0.0573632,0.0537196,0.049262,0.0442681,0.0389006,0.03328,0.0275035,0.0216619,0.0158472,0.0101528,0.00467255,-0.000492116,-0.00523379,-0.00945179,-0.0130682,-0.0160155,-0.0182538,-0.0197779,-0.0206334,-0.0208706,-0.0205398,-0.0196952,-0.0184366,-0.016894,-0.0151976,-0.0134599,-0.0117262,-0.010026,-0.00838888,-0.00684442,-0.00542218,-0.00415175,-0.00306105,-0.00215463,-0.00141966,-0.000842904,-0.000411108,-0.000111032,7.05683e-005,0.000146937,0.000131317,3.69522e-005,
332,-0.000259759,0.000941698,-0.0431428,-0.041822,-0.0378409,-0.0367177,-0.0380485,-0.0408615,-0.0444066,-0.0480998,-0.0514964,-0.0542461,-0.0560642,-0.0567605,-0.05622,-0.0544189,-0.0513916,-0.0472439,-0.0420991,-0.0361316,-0.02954,-0.0225458,-0.0153702,-0.00822235,-0.00129175,0.00526183,0.0113293,0.0168696,0.0218469,0.0262252,0.0299712,0.0330789,0.0355596,0.0374246,0.0386898,0.0393908,0.0395676,0.0392604,0.0385096,0.0373552,0.0358374,0.0339957,0.0318592,0.0294508,0.0267931,0.0239089,0.0208209,0.0175518,0.0141242,0.0105608,0.0068845,
333,0.0891395,0.0192984,0.0366897,0.0247532,0.0247175,0.0310487,0.0395622,0.0482981,0.056423,0.0635349,0.0694026,0.0738704,0.0768447,0.0782986,0.0782577,0.0768288,0.0741523,0.0704184,0.0658285,0.0605791,0.0548837,0.0489497,0.0429741,0.0371223,0.0315536,0.0263929,0.0217267,0.017582,0.0139796,0.0109402,0.00848118,0.00657862,0.00518195,0.00424011,0.00370218,0.00352592,0.00367266,0.00410371,0.00478038,0.00566401,0.0067159,0.00789835,0.00918943,0.0105798,0.0120603,0.013622,0.0152557,0.0169525,0.0187034,0.0204991,0.0223308,
334,-0.0915281,0.0714388,0.0889102,0.0860469,0.0807146,0.0759982,0.0721681,0.0689652,0.0662021,0.0637457,0.0615125,0.0594643,0.0575898,0.0558875,0.0543589,0.0530097,0.0518389,0.0508377,0.0499949,0.0492867,0.0486893,0.0481798,0.047744,0.04737,0.0470494,0.046771,0.0465288,0.0463216,0.0461481,0.046007,0.0458973,0.0458189,0.0457721,0.0457573,0.0457732,0.0458155,0.0458801,0.0459627,0.0460592,0.0461653,0.0462769,0.0463897,0.0465016,0.046612,0.0467204,0.0468264,0.0469294,0.047029,0.0471247,0.047216,0.0473025,
335,-0.0215474,-0.0118066,-0.0204063,-0.0219927,-0.0235669,-0.0249606,-0.026366,-0.0278149,-0.02921,-0.0304703,-0.0315557,-0.0324468,-0.0331355,-0.0336319,-0.0339595,-0.0341481,-0.0342313,-0.034243,-0.0342165,-0.0341878,-0.0341866,-0.0342377,-0.0343531,-0.0345403,-0.0348003,-0.0351309,-0.0355259,-0.0359773,-0.0364776,-0.0370189,-0.0375934,-0.0381912,-0.038801,-0.0394119,-0.0400157,-0.04061,-0.0411934,-0.0417642,-0.0423209,-0.0428618,-0.0433854,-0.0438904,-0.0443774,-0.0448478,-0.045303,-0.0457444,-0.0461734,-0.0465915,-0.047,-0.0474003,-0.0477939,
336,0.0291438,0.00669915,0.0146989,0.00289935,-0.00943434,-0.0196006,-0.0278671,-0.0346623,-0.0401534,-0.0444089,-0.0474964,-0.0494938,-0.0505012,-0.0506597,-0.0501373,-0.0490743,-0.0475734,-0.0456902,-0.0434732,-0.0409794,-0.038267,-0.0354251,-0.0325468,-0.0297155,-0.0270041,-0.0244762,-0.0221752,-0.0201208,-0.0183315,-0.0168258,-0.0156199,-0.0147078,-0.0140712,-0.0136914,-0.0135514,-0.0136352,-0.013927,-0.0144106,-0.0150701,-0.0158894,-0.0168525,-0.0179439,-0.0191533,-0.0204733,-0.0218964,-0.0234153,-0.0250225,-0.0267107,-0.0284724,-0.0303002,-0.0321868,
337,0.0201295,-0.0130125,-0.0206409,-0.0257632,-0.0293293,-0.0313844,-0.0323274,-0.032506,-0.032113,-0.0312417,-0.0299411,-0.0282334,-0.0261362,-0.0236866,-0.0209424,-0.017967,-0.0148199,-0.0115508,-0.00820935,-0.00485939,-0.00156789,0.00157368,0.00447854,0.0070743,0.00930175,0.0111157,0.0124957,0.0134502,0.0139887,0.0141212,0.0138595,0.0132366,0.012297,0.011085,0.00964116,0.0079956,0.0061773,0.00421515,0.0021381,-2.49454e-005,-0.00224506,-0.00449475,-0.00676141,-0.00904128,-0.0113307,-0.0136261,-0.0159238,-0.0182201,-0.0205114,-0.0227941,-0.0250645,
338,-0.120526,-0.0508435,-0.085473,-0.0875228,-0.0842918,-0.0789987,-0.0723383,-0.0648153,-0.0568647,-0.0488115,-0.0409528,-0.0335751,-0.0269544,-0.0213246,-0.0168489,-0.0136097,-0.0116532,-0.0109349,-0.011389,-0.0128957,-0.0152832,-0.0183754,-0.0219867,-0.0259554,-0.0301076,-0.0342822,-0.0383556,-0.0422645,-0.0459516,-0.0493597,-0.0524347,-0.055158,-0.0575324,-0.0595611,-0.0612554,-0.0626389,-0.0637351,-0.0645675,-0.0651596,-0.0655347,-0.0657165,-0.0657284,-0.0655883,-0.0653088,-0.0649017,-0.0643793,-0.0637535,-0.0630366,-0.0622406,-0.0613776,-0.0604596,
339,0.0238367,-0.0221433,-0.0177937,-0.016627,-0.0137798,-0.0108017,-0.00828538,-0.00625489,-0.00459469,-0.00313958,-0.00177594,-0.000427702,0.00096077,0.00241465,0.00393637,0.00550365,0.00707687,0.00860187,0.0100218,0.0112767,0.0123109,0.0130731,0.0135388,0.0137038,0.0135826,0.0132102,0.0126238,0.011858,0.0109465,0.00992349,0.00882259,0.00767566,0.00651312,0.00536535,0.00425634,0.00319511,0.00218861,0.0012438,0.000367637,-0.000432922,-0.00115092,-0.00178024,-0.00232214,-0.00278159,-0.0031636,-0.00347317,-0.00371531,-0.003895,-0.00401726,-0.00408709,-0.00410949,
340,0.0101528,-0.00577068,-0.000475542,-0.00244597,-0.00658948,-0.0115344,-0.0169382,-0.0224842,-0.0279445,-0.0331442,-0.0379277,-0.0421406,-0.0456402,-0.048324,-0.050119,-0.0510029,-0.0509959,-0.050165,-0.0485902,-0.0463956,-0.0437243,-0.0407513,-0.0376434,-0.0345464,-0.0315824,-0.0288431,-0.0263842,-0.0242227,-0.0223736,-0.0208518,-0.0196694,-0.0188114,-0.0182496,-0.0179555,-0.0179021,-0.0180629,-0.0184107,-0.0189184,-0.019559,-0.0203052,-0.02113,-0.0220077,-0.022926,-0.0238793,-0.0248625,-0.0258701,-0.0268968,-0.0279372,-0.028986,-0.0300379,-0.0310875,
341,-0.00427364,0.0510822,0.0595383,0.0480148,0.0397333,0.033672,0.0288992,0.0250125,0.0218513,0.0194065,0.0176643,0.0165798,0.0160715,0.0160113,0.0162605,0.0166811,0.0171494,0.0175835,0.0179122,0.0180969,0.0181206,0.0179694,0.0176425,0.017143,0.0164812,0.0156695,0.0147264,0.0136748,0.0125371,0.0113359,0.0100948,0.00884567,0.00762409,0.00646554,0.00539656,0.00442232,0.00354501,0.0027668,0.00208986,0.00151636,0.00104848,0.000687597,0.000429093,0.000265658,0.000189978,0.000194743,0.000272641,0.00041636,0.000618588,0.000872015,0.00116933,
342,-0.0130344,0.0461214,0.0740017,0.0767564,0.0707876,0.0629058,0.0555318,0.0493841,0.0447038,0.041463,0.0395448,0.0387776,0.0389588,0.039882,0.0413502,0.0431869,0.0452297,0.0473623,0.0494786,0.0515059,0.0534043,0.0551523,0.0567583,0.0582301,0.0595926,0.0608701,0.062087,0.0632574,0.0643933,0.0655069,0.0666096,0.0677032,0.0687829,0.069844,0.0708782,0.0718797,0.0728446,0.0737692,0.07465,0.0754832,0.076265,0.0769917,0.0776619,0.0782785,0.0788442,0.0793618,0.0798341,0.080264,0.0806543,0.0810077,0.081327,
343,0.0310611,0.0309096,0.0545738,0.0589899,0.059872,0.0603893,0.0609782,0.0615592,0.0621979,0.0630046,0.0640242,0.0652068,0.0664301,0.0675365,0.0683754,0.0688229,0.0687848,0.0682192,0.0670982,0.0654465,0.0633211,0.0608146,0.0580421,0.0551158,0.0521502,0.0492524,0.0465014,0.043942,0.0416162,0.0395662,0.037831,0.0364223,0.0353388,0.0345788,0.0341347,0.0339879,0.0341187,0.0345071,0.0351335,0.0359779,0.0370206,0.0382421,0.0396272,0.041164,0.0428407,0.0446454,0.0465661,0.0485909,0.0507079,0.0529053,0.0551712,
344,-0.0138861,0.0219868,0.0295627,0.0261618,0.0191229,0.0118967,0.00621744,0.00226173,-0.000422442,-0.0023233,-0.00379955,-0.00508259,-0.0063255,-0.00762222,-0.00903843,-0.0106104,-0.0123597,-0.0142812,-0.0163647,-0.0185818,-0.0208912,-0.023243,-0.0255755,-0.0278274,-0.0299327,-0.0318285,-0.0334741,-0.0348563,-0.0359637,-0.036785,-0.0373104,-0.0375416,-0.0374866,-0.037153,-0.0365528,-0.0357039,-0.0346247,-0.0333333,-0.0318483,-0.0301878,-0.0283702,-0.0264134,-0.0243308,-0.0221324,-0.0198284,-0.0174289,-0.0149438,-0.0123834,-0.00975762,-0.00707663,-0.0043505,
345,-0.00826027,-0.00137935,-0.00581428,-0.0273569,-0.0428059,-0.0518777,-0.0566486,-0.0583849,-0.0578149,-0.055521,-0.0520549,-0.0479485,-0.0437226,-0.0398652,-0.0368197,-0.034947,-0.0344979,-0.0355305,-0.0380319,-0.0416688,-0.046022,-0.0505908,-0.0549513,-0.0588905,-0.062255,-0.0649768,-0.0670376,-0.06847,-0.0693093,-0.0695911,-0.0693548,-0.0686706,-0.0676233,-0.0662976,-0.0647671,-0.0630723,-0.0612483,-0.0593302,-0.057353,-0.0553519,-0.0533618,-0.0514156,-0.0495237,-0.0476846,-0.0458969,-0.0441587,-0.0424685,-0.0408246,-0.0392254,-0.0376693,-0.0361546,
346,-0.028536,0.0682639,0.0698016,0.0683534,0.0660728,0.058976,0.0477886,0.0342775,0.0204425,0.00785653,-0.00286874,-0.0116019,-0.0184388,-0.0236264,-0.0274767,-0.0303105,-0.0324148,-0.0340169,-0.0353278,-0.0364957,-0.0376316,-0.0388144,-0.0400861,-0.0414607,-0.0429281,-0.0444538,-0.0460005,-0.0475325,-0.0490143,-0.0504104,-0.0516864,-0.0528151,-0.0537725,-0.0545349,-0.0550867,-0.0554294,-0.0555666,-0.0555019,-0.0552388,-0.0547808,-0.0541315,-0.0532952,-0.0522808,-0.0510994,-0.049762,-0.0482796,-0.0466633,-0.044924,-0.0430728,-0.0411207,-0.0390787,
347,0.0132909,0.0466719,0.105341,0.116832,0.10487,0.087017,0.0694477,0.0537864,0.0404686,0.0294843,0.0206912,0.0138604,0.00869086,0.004808,0.00183096,-0.000595991,-0.00278177,-0.00493746,-0.00724913,-0.00981363,-0.0126771,-0.0158497,-0.0193074,-0.0230073,-0.0268831,-0.0308624,-0.0348783,-0.0388761,-0.0428029,-0.0466056,-0.0502327,-0.0536445,-0.0568056,-0.0596813,-0.0622486,-0.0645029,-0.0664402,-0.0680566,-0.0693481,-0.0703107,-0.0709406,-0.0712358,-0.0712087,-0.0708768,-0.0702577,-0.0693692,-0.0682287,-0.066854,-0.0652627,-0.0634723,-0.0615005,
348,-0.0959672,0.0546399,0.0279226,0.0116465,0.00636143,0.00510849,0.0047621,0.00448921,0.00415834,0.00376499,0.00331107,0.0028041,0.00225488,0.00167537,0.00108455,0.000501902,-5.54349e-005,-0.000565458,-0.00100649,-0.00136075,-0.00161371,-0.00175767,-0.00178434,-0.00168631,-0.00145146,-0.00107013,-0.000541808,0.000122635,0.000911565,0.00181334,0.00281547,0.00389967,0.00504533,0.0062318,0.00744089,0.00866402,0.00989453,0.0111258,0.0123512,0.013564,0.0147576,0.0159259,0.017067,0.0181822,0.0192725,0.0203391,0.0213831,0.0224056,0.0234078,0.0243908,0.0253558,
349,0.087111,-0.0692391,-0.0143065,0.0117323,0.0177598,0.0175364,0.0160894,0.0146198,0.0134512,0.0127015,0.0124081,0.0125746,0.0131892,0.0142246,0.0156506,0.0174328,0.0195255,0.0218697,0.0244026,0.0270487,0.02973,0.0323741,0.0349196,0.0373112,0.0395075,0.0414772,0.0432097,0.0447133,0.0459966,0.0470684,0.0479401,0.0486413,0.0492097,0.0496829,0.0500885,0.0504349,0.0507284,0.0509754,0.0511822,0.0513552,0.0515007,0.0516244,0.0517271,0.0518084,0.0518675,0.0519038,0.0519167,0.0519056,0.0518699,0.0518088,0.0517219,
350,-0.027557,-0.0200044,-0.0302882,-0.00697771,0.0189207,0.0402413,0.0561191,0.0673895,0.0751351,0.0802653,0.0834729,0.0852603,0.0860036,0.0859638,0.0853378,0.0842733,0.0828907,0.0812772,0.0795123,0.0776506,0.0757376,0.0738167,0.0719275,0.070104,0.0683794,0.066777,0.0653151,0.0640051,0.0628578,0.0618841,0.061093,0.0604804,0.0600368,0.0597528,0.0596153,0.059607,0.0597108,0.0599095,0.060186,0.0605231,0.0609036,0.0613114,0.061739,0.0621836,0.0626423,0.0631125,0.0635912,0.0640758,0.0645634,0.0650513,0.0655366,
351,0.0597227,0.0072145,0.0390155,0.0468392,0.0463288,0.0427967,0.0378782,0.032152,0.0259673,0.0196192,0.0133295,0.00728251,0.00165695,-0.00337238,-0.00763303,-0.0109479,-0.013163,-0.0141654,-0.0138644,-0.0122711,-0.00944551,-0.00549454,-0.000751204,0.00447991,0.00998266,0.0154245,0.0205816,0.0253449,0.0296102,0.0332735,0.0362413,0.0384933,0.0400397,0.0408905,0.0410653,0.0406084,0.0395681,0.0379925,0.0359301,0.0334289,0.0305373,0.0273014,0.0237522,0.0199143,0.0158122,0.0114705,0.0069137,0.00216644,-0.00274676,-0.00780133,-0.0129727,
352,-0.0240963,0.0186315,0.0354425,0.0355612,0.0312645,0.0276254,0.0257844,0.0256409,0.0268823,0.0291429,0.0320874,0.0354513,0.0390236,0.0426876,0.0463773,0.0500911,0.0538366,0.0576314,0.0614886,0.0654044,0.0693689,0.073359,0.0773431,0.0812819,0.0851322,0.0888354,0.0923602,0.0956872,0.0987959,0.101666,0.10428,0.106636,0.108738,0.110588,0.11219,0.113556,0.114707,0.115659,0.11643,0.11704,0.117506,0.117845,0.118066,0.11818,0.118195,0.118122,0.11797,0.117748,0.117467,0.117136,0.116764,
353,-0.0397136,0.00935386,-0.00329419,-0.0145929,-0.0163669,-0.0165579,-0.0176216,-0.0193556,-0.0215982,-0.0243692,-0.0274243,-0.0303985,-0.0329065,-0.034596,-0.0351312,-0.0342647,-0.031806,-0.0276145,-0.0216143,-0.0138466,-0.00441474,0.00638884,0.0181861,0.0305655,0.0431076,0.0553776,0.0671065,0.0781773,0.0884783,0.0978979,0.106344,0.113773,0.120141,0.125406,0.12955,0.132613,0.134637,0.13567,0.135756,0.13494,0.133268,0.130773,0.127495,0.123493,0.118825,0.113552,0.107731,0.101423,0.0946862,0.0875803,0.0801644,
354,0.020537,-0.0185365,-0.0103279,-0.00231288,-0.000210278,-0.000313168,-0.000911633,-0.0014056,-0.00153082,-0.00117897,-0.000358925,0.000847986,0.00233095,0.0039715,0.00566243,0.00733,0.00891903,0.0103995,0.0117471,0.0129579,0.0140382,0.0150097,0.0159057,0.0167685,0.0176354,0.018535,0.0194872,0.0204992,0.0215768,0.022726,0.0239484,0.0252278,0.0265434,0.027874,0.0292021,0.0305187,0.0318164,0.0330878,0.0343254,0.0355219,0.0366698,0.0377635,0.0388044,0.0397962,0.0407424,0.0416465,0.042512,0.0433425,0.0441414,0.0449124,0.045659,
355,0.0362573,0.00873895,-0.0286511,-0.0203363,-0.0116725,-0.00354148,0.00407454,0.0108215,0.0166153,0.0214358,0.0252495,0.0280385,0.0298088,0.0306037,0.0304985,0.0296018,0.0280257,0.0258873,0.023299,0.020361,0.0171703,0.0138259,0.0104397,0.00713392,0.00402832,0.00123371,-0.00118467,-0.00320879,-0.00482278,-0.00601077,-0.00676773,-0.00713019,-0.00714461,-0.00685747,-0.00631244,-0.0055452,-0.00459014,-0.00348164,-0.00225408,-0.000941853,0.000420655,0.00180455,0.00320114,0.0046064,0.00601628,0.00742674,0.00883374,0.0102332,0.0116212,0.0129936,0.0143463,
356,-0.0205259,-0.0498151,-0.0708399,-0.0885772,-0.0942869,-0.0950297,-0.0948834,-0.0949149,-0.0952476,-0.0957021,-0.0960414,-0.0960182,-0.0953997,-0.0939947,-0.0916372,-0.0882002,-0.0836113,-0.0778546,-0.0709481,-0.0629989,-0.0541673,-0.0446862,-0.0348324,-0.0248961,-0.015152,-0.00586875,0.00279042,0.0107376,0.0178863,0.0241497,0.0294666,0.0338623,0.0373803,0.0400641,0.0419601,0.0431271,0.0436263,0.0435189,0.0428661,0.0417291,0.0401689,0.038239,0.0359695,0.0333861,0.030515,0.0273821,0.0240133,0.0204345,0.0166717,0.0127508,0.00869785,
357,-0.00994212,0.00580966,-0.0100202,-0.0117666,-0.00921759,-0.00508016,-0.000214401,0.00483609,0.00973409,0.0142795,0.018334,0.0217958,0.0245912,0.0267118,0.0282124,0.0291769,0.0296855,0.0298191,0.0296544,0.0292584,0.0286965,0.0280371,0.027356,0.0267337,0.0262443,0.0259516,0.0258956,0.0260902,0.0265479,0.0272812,0.0282955,0.02957,0.0310775,0.0327909,0.034682,0.0367227,0.0388854,0.0411424,0.0434658,0.0458281,0.0482015,0.0505631,0.0529073,0.0552319,0.0575349,0.0598143,0.0620681,0.0642941,0.0664905,0.0686551,0.0707858,
358,0.000694658,0.0445418,0.0460915,0.0051763,-0.0226066,-0.0408606,-0.05441,-0.0653437,-0.0745115,-0.0822057,-0.0884558,-0.0931726,-0.0962408,-0.0976192,-0.0973418,-0.0955026,-0.0922219,-0.0876425,-0.0819209,-0.0752484,-0.067837,-0.0599236,-0.0517404,-0.0434913,-0.0353513,-0.0274797,-0.019978,-0.012906,-0.00632262,-0.00028663,0.00515509,0.00999474,0.0142324,0.0178682,0.0209115,0.0233904,0.0253353,0.0267767,0.0277451,0.028271,0.0283847,0.0281153,0.0274877,0.0265267,0.0252566,0.023702,0.0218875,0.0198376,0.0175768,0.0151297,0.0125207,
359,0.0357995,0.0188474,0.0169512,0.00153277,-0.00366142,-0.00302119,-0.00019494,0.00315506,0.0062555,0.00868416,0.0101881,0.0106183,0.00988738,0.00800703,0.00507521,0.00122603,-0.00340417,-0.00866674,-0.0144145,-0.0205004,-0.0267816,-0.0331223,-0.0393862,-0.0454434,-0.0511716,-0.0564552,-0.0612219,-0.0654418,-0.0690871,-0.0721298,-0.0745516,-0.0763697,-0.0776089,-0.0782941,-0.0784564,-0.0781355,-0.0773721,-0.0762067,-0.0746799,-0.0728323,-0.0707044,-0.0683323,-0.0657372,-0.0629372,-0.0599502,-0.0567942,-0.0534873,-0.0500474,-0.0464926,-0.0428408,-0.0391102,
360,0.0335316,0.0315169,-0.0109292,-0.0208418,-0.016879,-0.00732466,0.00463263,0.0175317,0.0305545,0.0431456,0.0548468,0.0652884,0.0741876,0.0813738,0.0867617,0.0903512,0.0921937,0.092408,0.0911333,0.0885707,0.0849498,0.0805354,0.0756012,0.0704031,0.0651709,0.0601144,0.0553639,0.0509786,0.0470153,0.0435307,0.0405627,0.0380855,0.0360599,0.0344465,0.0332065,0.0323039,0.0317036,0.0313702,0.0312683,0.0313627,0.031618,0.032004,0.0325072,0.0331173,0.0338241,0.0346175,0.0354873,0.0364231,0.0374148,0.0384523,0.0395252,
361,-0.0557194,0.00698674,0.0410207,0.0157725,-0.00263719,-0.010874,-0.0121487,-0.00898587,-0.00298288,0.00482807,0.0137416,0.0232439,0.0328956,0.0423346,0.051248,0.0593861,0.0665517,0.0726263,0.0775213,0.0812521,0.0838821,0.085537,0.0863749,0.0865742,0.0863127,0.0857543,0.0850144,0.084155,0.0832355,0.0823154,0.0814412,0.0806154,0.0798317,0.0790836,0.0783628,0.0776633,0.0769805,0.0763095,0.0756455,0.0749836,0.0743191,0.0736476,0.0729683,0.0722813,0.0715867,0.0708844,0.0701747,0.0694576,0.0687331,0.0680014,0.0672624,
362,0.0321167,0.0366105,-0.00292267,-0.0105673,-0.0186717,-0.0271651,-0.034513,-0.0404002,-0.0449296,-0.0482503,-0.0504892,-0.051751,-0.0521457,-0.0518062,-0.0508902,-0.0495558,-0.0479458,-0.0461791,-0.0443653,-0.0425813,-0.0408876,-0.0393207,-0.0378973,-0.0366119,-0.0354504,-0.0343997,-0.0334479,-0.0325893,-0.0318182,-0.0311291,-0.0305159,-0.0299698,-0.0294821,-0.0290439,-0.0286493,-0.0282955,-0.0279795,-0.0276986,-0.02745,-0.0272308,-0.0270383,-0.0268703,-0.0267257,-0.0266036,-0.0265033,-0.0264237,-0.0263641,-0.0263235,-0.0263011,-0.026296,-0.0263072,
363,-0.0498681,0.208525,0.32305,0.247847,0.179152,0.129537,0.0942442,0.0690389,0.0510752,0.0384624,0.0298817,0.0244178,0.0213497,0.0200984,0.0201554,0.0210985,0.0225781,0.0243353,0.026142,0.0278577,0.0293795,0.0306491,0.0316466,0.032389,0.0329065,0.0332304,0.0333905,0.0334102,0.0333128,0.0331213,0.0328586,0.0325465,0.0322061,0.031859,0.0315228,0.0312117,0.0309394,0.0307198,0.0305668,0.0304944,0.0305163,0.0306421,0.0308697,0.0311948,0.0316133,0.032121,0.0327138,0.0333875,0.0341378,0.0349608,0.035852,
364,0.00925853,0.0831811,0.0123335,0.0320921,0.0453655,0.0482296,0.044866,0.0381123,0.0296915,0.0206002,0.0114861,0.00279538,-0.00512827,-0.0120375,-0.0177511,-0.0221652,-0.0252402,-0.0270073,-0.0275246,-0.0269144,-0.0253245,-0.022926,-0.01989,-0.0163734,-0.0125328,-0.00853259,-0.00448836,-0.00048366,0.00339855,0.00707529,0.0104784,0.0135833,0.0163738,0.0188336,0.0209583,0.0227645,0.0242711,0.0254968,0.0264605,0.027181,0.0276771,0.0279664,0.0280639,0.0279841,0.0277418,0.0273515,0.0268279,0.0261855,0.0254391,0.0246032,0.0236924,
